chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr6	168707583	168720402	-	168002	DACT2	460	2.82280777E-1	DAVIES_SUCCESS
chr6	168841830	169068674	+	64094	SMOC2	1024	3.51286737E-1	DAVIES_SUCCESS
chr6	169615874	169654137	-	7058	THBS2	479	9.46002107E-1	DAVIES_SUCCESS
chr6	169857302	170102159	-	253769	WDR27	802	1.09419344E-2	DAVIES_SUCCESS
chr6	170102256	170106402	+	387263	C6orf120	232	2.14279148E-2	DAVIES_SUCCESS
chr6	170104001	170124106	-	55274	PHF10	268	2.30113865E-2	DAVIES_SUCCESS
chr6	170140214	170151638	-	6991	TCTE3	273	3.20700087E-2	DAVIES_SUCCESS
chr6	170151720	170181617	+	55780	C6orf70	351	5.03754541E-2	DAVIES_SUCCESS
chr6	170188885	170198921	-	401288	LINC00242	315	7.62792094E-2	DAVIES_SUCCESS
chr6	170190168	170202969	+	80069	LINC00574	323	8.12686708E-2	DAVIES_SUCCESS
chr6	170563421	170571657	-	154449	LOC154449	307	9.43550078E-1	DAVIES_SUCCESS
chr6	170591293	170599697	-	28514	DLL1	318	8.24159441E-1	DAVIES_SUCCESS
chr6	170615843	170714237	+	84498	FAM120B	569	5.3359139E-1	DAVIES_SUCCESS
chr6	170639848	170639932	+	100616430	MIR4644	219	3.77452828E-1	DAVIES_SUCCESS
chr6	170780106	170862417	-	5689	PSMB1	453	5.54593587E-1	DAVIES_SUCCESS
chr6	170863420	170881958	+	6908	TBP	190	3.09433565E-1	DAVIES_SUCCESS
chr6	170884659	170893780	-	5134	PDCD2	151	2.88390749E-1	DAVIES_SUCCESS
chr7	192968	300740	+	56975	FAM20C	351	6.75955371E-1	DAVIES_SUCCESS
chr7	330135	331454	+	100288524	LOC100288524	12	7.47521553E-1	DAVIES_SUCCESS
chr7	588833	767313	-	5575	PRKAR1B	421	8.87617073E-1	DAVIES_SUCCESS
chr7	766337	826116	+	54919	HEATR2	462	8.98901846E-1	DAVIES_SUCCESS
chr7	855193	914557	+	23353	SUN1	534	9.13993706E-1	DAVIES_SUCCESS
chr7	891586	936071	+	51608	GET4	447	8.57116403E-1	DAVIES_SUCCESS
chr7	937536	1015235	-	11033	ADAP1	529	7.98695631E-1	DAVIES_SUCCESS
chr7	1004485	1015235	-	90639	COX19	317	5.97186712E-1	DAVIES_SUCCESS
chr7	1022834	1029276	+	54905	CYP2W1	309	7.385896E-1	DAVIES_SUCCESS
chr7	1036622	1177893	-	84310	C7orf50	901	7.33510109E-1	DAVIES_SUCCESS
chr7	1062568	1062662	-	442907	MIR339	385	8.06219081E-1	DAVIES_SUCCESS
chr7	1097140	1098897	+	115330	GPR146	409	8.61502991E-1	DAVIES_SUCCESS
chr7	1121843	1133451	+	2852	GPER	423	8.61948614E-1	DAVIES_SUCCESS
chr7	1192542	1199855	-	90637	ZFAND2A	364	5.15165968E-1	DAVIES_SUCCESS
chr7	1272653	1276613	+	340260	UNCX	145	4.31265317E-2	DAVIES_SUCCESS
chr7	1473994	1499109	-	79778	MICALL2	284	4.84212886E-2	DAVIES_SUCCESS
chr7	1509912	1544018	-	26173	INTS1	351	2.26833068E-2	DAVIES_SUCCESS
chr7	1570367	1582679	+	7975	MAFK	296	4.27349165E-2	DAVIES_SUCCESS
chr7	1581870	1596066	-	202915	TMEM184A	308	3.32932829E-2	DAVIES_SUCCESS
chr7	1606969	1609668	-	84262	PSMG3	244	3.01204842E-2	DAVIES_SUCCESS
chr7	1609708	1629261	+	114796	PSMG3-AS1	296	4.51579063E-2	DAVIES_SUCCESS
chr7	1654105	1656328	+	260341	TFAMP1	233	6.13332381E-1	DAVIES_SUCCESS
chr7	1748797	1787590	+	392617	ELFN1	364	7.27203341E-1	DAVIES_SUCCESS
chr7	1855427	2272583	-	8379	MAD1L1	1278	3.08761769E-1	DAVIES_SUCCESS
chr7	1883815	1883889	-	100616160	MIR4655	368	2.01923818E-1	DAVIES_SUCCESS
chr7	2273925	2281833	-	29960	FTSJ2	201	9.86110817E-1	DAVIES_SUCCESS
chr7	2281856	2290780	+	4521	NUDT1	197	9.86909338E-1	DAVIES_SUCCESS
chr7	2291404	2354099	-	29886	SNX8	308	8.98032851E-1	DAVIES_SUCCESS
chr7	2394473	2420377	+	8662	EIF3B	256	4.26076024E-1	DAVIES_SUCCESS
chr7	2443194	2474216	+	55501	CHST12	331	2.82603054E-1	DAVIES_SUCCESS
chr7	2552162	2568810	+	3955	LFNG	363	1.77747353E-2	DAVIES_SUCCESS
chr7	2566707	2566786	+	100616116	MIR4648	309	1.34114362E-2	DAVIES_SUCCESS
chr7	2577443	2595392	-	221927	BRAT1	381	4.33097396E-3	DAVIES_SUCCESS
chr7	2598631	2654368	+	23288	IQCE	489	1.15533321E-2	DAVIES_SUCCESS
chr7	2671602	2704436	+	80727	TTYH3	461	3.87047393E-2	DAVIES_SUCCESS
chr7	2719162	2755069	+	155185	AMZ1	426	8.72053596E-2	DAVIES_SUCCESS
chr7	2767740	2883959	-	2768	GNA12	675	8.43280734E-2	DAVIES_SUCCESS
chr7	2945709	3083509	-	84433	CARD11	805	1.1173328E-1	DAVIES_SUCCESS
chr7	4683387	4811074	+	221937	FOXK1	396	7.7430365E-1	DAVIES_SUCCESS
chr7	4815261	4834026	+	9907	AP5Z1	200	7.69375882E-1	DAVIES_SUCCESS
chr7	4828195	4828270	-	100616465	MIR4656	172	7.66986823E-1	DAVIES_SUCCESS
chr7	4834284	4923335	-	55698	RADIL	444	1.46971758E-1	DAVIES_SUCCESS
chr7	4897368	4901625	-	56903	PAPOLB	255	5.24561982E-1	DAVIES_SUCCESS
chr7	4931875	4998844	-	221938	MMD2	549	1.86788606E-3	DAVIES_SUCCESS
chr7	5013615	5037800	+	441191	RNF216P1	481	9.31256535E-4	DAVIES_SUCCESS
chr7	5023301	5112854	+	100533952	RBAK-RBAKDN	708	4.06760226E-3	DAVIES_SUCCESS
chr7	5085451	5109119	+	57786	RBAK	467	1.14930496E-2	DAVIES_SUCCESS
chr7	5111690	5112854	+	389458	RBAKDN	376	1.6514372E-2	DAVIES_SUCCESS
chr7	5160940	5184177	-	645700	ZNF890P	568	9.9749626E-3	DAVIES_SUCCESS
chr7	5229834	5273486	+	26100	WIPI2	557	3.23231832E-3	DAVIES_SUCCESS
chr7	5322560	5343704	+	222962	SLC29A4	446	2.37781689E-1	DAVIES_SUCCESS
chr7	5346422	5465045	-	84629	TNRC18	699	4.85083218E-1	DAVIES_SUCCESS
chr7	5515427	5553399	-	80028	FBXL18	402	7.99957195E-1	DAVIES_SUCCESS
chr7	5535449	5535548	-	693174	MIR589	319	7.47278821E-1	DAVIES_SUCCESS
chr7	5566778	5570232	-	60	ACTB	305	6.53972355E-1	DAVIES_SUCCESS
chr7	5632435	5646287	+	6624	FSCN1	235	6.1349696E-1	DAVIES_SUCCESS
chr7	5659671	5821361	-	54476	RNF216	442	2.62584945E-1	DAVIES_SUCCESS
chr7	5702062	5720092	-	100874342	RNF216-IT1	123	4.21626187E-1	DAVIES_SUCCESS
chr7	5862790	5894066	+	401303	ZNF815P	516	2.03122027E-1	DAVIES_SUCCESS
chr7	5920428	5925994	+	654231	OCM	418	2.6010318E-1	DAVIES_SUCCESS
chr7	5938340	5965603	+	51622	CCZ1	347	2.66215064E-1	DAVIES_SUCCESS
chr7	5965776	6010314	-	222967	RSPH10B	327	2.15769049E-1	DAVIES_SUCCESS
chr7	6012869	6048737	-	5395	PMS2	285	5.47185907E-1	DAVIES_SUCCESS
chr7	6048881	6063465	+	7965	AIMP2	330	5.83152215E-1	DAVIES_SUCCESS
chr7	6061877	6098860	-	27102	EIF2AK1	399	6.29565556E-1	DAVIES_SUCCESS
chr7	6071006	6076183	+	100310846	ANKRD61	363	5.71456771E-1	DAVIES_SUCCESS
chr7	6144549	6201195	+	84132	USP42	287	9.19820114E-1	DAVIES_SUCCESS
chr7	6201411	6312242	-	9265	CYTH3	358	8.85555263E-1	DAVIES_SUCCESS
chr7	6369039	6388590	-	84792	FAM220A	339	1.60600317E-2	DAVIES_SUCCESS
chr7	6414125	6443598	+	5879	RAC1	324	1.53807914E-3	DAVIES_SUCCESS
chr7	6448746	6523849	-	221955	DAGLB	421	1.67451693E-3	DAVIES_SUCCESS
chr7	6500711	6523849	-	11014	KDELR2	295	4.93799082E-3	DAVIES_SUCCESS
chr7	6536408	6591067	-	392862	GRID2IP	332	2.09528945E-1	DAVIES_SUCCESS
chr7	6617064	6628610	+	55146	ZDHHC4	212	3.91091082E-1	DAVIES_SUCCESS
chr7	6629914	6648355	+	79034	C7orf26	232	3.71189197E-1	DAVIES_SUCCESS
chr7	6655526	6663921	+	54753	ZNF853	209	3.84939591E-1	DAVIES_SUCCESS
chr7	6728063	6746566	-	7559	ZNF12	222	1.14366324E-1	DAVIES_SUCCESS
chr7	6749756	6793493	+	441194	PMS2CL	181	1.06571582E-1	DAVIES_SUCCESS
chr7	6793739	6838396	+	728194	RSPH10B2	243	2.4653827E-1	DAVIES_SUCCESS
chr7	6838565	6865926	-	221960	CCZ1B	140	6.89902638E-1	DAVIES_SUCCESS
chr7	7115400	7136417	-	100131257	LOC100131257	501	9.83410031E-1	DAVIES_SUCCESS
chr7	7222245	7288280	+	56913	C1GALT1	591	6.17952461E-1	DAVIES_SUCCESS
chr7	7398243	7575460	-	340267	COL28A1	699	2.83665656E-1	DAVIES_SUCCESS
chr7	7606615	7647110	+	54468	MIOS	360	4.05408278E-1	DAVIES_SUCCESS
chr7	7676574	7758238	-	6119	RPA3	690	6.75464482E-1	DAVIES_SUCCESS
chr7	7680341	7918851	+	729852	LOC729852	1355	3.2409293E-1	DAVIES_SUCCESS
chr7	8008373	8128709	+	113263	GLCCI1	615	8.39726943E-1	DAVIES_SUCCESS
chr7	8152814	8302242	-	3382	ICA1	624	9.79207296E-1	DAVIES_SUCCESS
chr7	8473584	8792593	+	30010	NXPH1	1287	7.69188718E-1	DAVIES_SUCCESS
chr7	9673899	9675447	+	168741	PER4	535	9.3802253E-1	DAVIES_SUCCESS
chr7	10971579	10979813	-	4697	NDUFA4	316	9.73852482E-1	DAVIES_SUCCESS
chr7	11013498	11209250	+	9678	PHF14	586	3.94880561E-1	DAVIES_SUCCESS
chr7	11410061	11871824	-	221981	THSD7A	1834	4.57494458E-1	DAVIES_SUCCESS
chr7	12250847	12276890	+	54664	TMEM106B	635	1.02848752E-1	DAVIES_SUCCESS
chr7	12370508	12443852	-	221806	VWDE	657	2.31290348E-1	DAVIES_SUCCESS
chr7	12610202	12693228	+	85477	SCIN	690	8.38699874E-1	DAVIES_SUCCESS
chr7	12726451	12730558	+	10124	ARL4A	447	3.64035054E-1	DAVIES_SUCCESS
chr7	13930855	14031050	-	2115	ETV1	446	6.9616821E-1	DAVIES_SUCCESS
chr7	14184673	14942550	-	1607	DGKB	2093	3.02868802E-1	DAVIES_SUCCESS
chr7	15239942	15601640	-	392636	AGMO	1293	3.36104008E-1	DAVIES_SUCCESS
chr7	15650836	15726308	-	4223	MEOX2	521	5.41810309E-1	DAVIES_SUCCESS
chr7	16127151	16460947	-	729920	ISPD	1028	1.13632787E-1	DAVIES_SUCCESS
chr7	16250110	16310229	+	100506025	LOC100506025	374	3.95276793E-2	DAVIES_SUCCESS
chr7	16501105	16570205	-	25928	SOSTDC1	476	8.8420539E-1	DAVIES_SUCCESS
chr7	16566504	16621114	+	100506049	LRRC72	501	9.42983692E-1	DAVIES_SUCCESS
chr7	16639400	16685442	-	57037	ANKMY2	400	9.54115914E-1	DAVIES_SUCCESS
chr7	16685758	16746148	+	28969	BZW2	555	3.04570203E-1	DAVIES_SUCCESS
chr7	16793350	16824161	+	27075	TSPAN13	551	8.69809235E-2	DAVIES_SUCCESS
chr7	16832263	16844738	-	10551	AGR2	515	2.0657232E-1	DAVIES_SUCCESS
chr7	16899029	16921613	-	155465	AGR3	427	5.31492051E-1	DAVIES_SUCCESS
chr7	17338275	17385775	+	196	AHR	136	8.51568593E-1	DAVIES_SUCCESS
chr7	17830384	17980131	-	23161	SNX13	547	2.19192606E-1	DAVIES_SUCCESS
chr7	18066399	18067486	-	221823	PRPS1L1	217	4.42344319E-2	DAVIES_SUCCESS
chr7	18126571	19036992	+	9734	HDAC9	1613	6.09770634E-1	DAVIES_SUCCESS
chr7	19155090	19157295	-	7291	TWIST1	120	2.03909156E-1	DAVIES_SUCCESS
chr7	19184404	19185044	-	222894	FERD3L	141	1.80888965E-1	DAVIES_SUCCESS
chr7	19735084	19748660	-	221830	TWISTNB	273	2.93974554E-1	DAVIES_SUCCESS
chr7	19744980	19745059	-	100422967	MIR3146	242	3.83468048E-1	DAVIES_SUCCESS
chr7	19758937	19813216	-	256130	TMEM196	371	9.44750846E-1	DAVIES_SUCCESS
chr7	20174278	20257013	-	346389	MACC1	457	1.8288457E-1	DAVIES_SUCCESS
chr7	20181538	20193154	+	100874041	MACC1-AS1	287	2.66541439E-1	DAVIES_SUCCESS
chr7	20370324	20455382	+	3696	ITGB8	504	7.61477076E-2	DAVIES_SUCCESS
chr7	20655244	20796637	+	340273	ABCB5	699	3.8619669E-1	DAVIES_SUCCESS
chr7	20821893	20826508	-	221833	SP8	186	6.56557916E-1	DAVIES_SUCCESS
chr7	20866916	20867439	+	222901	RPL23P8	172	6.01381259E-1	DAVIES_SUCCESS
chr7	21467688	21554151	+	6671	SP4	513	8.33095794E-1	DAVIES_SUCCESS
chr7	21582832	21941186	+	8701	DNAH11	1461	8.77184426E-1	DAVIES_SUCCESS
chr7	21940516	21985542	-	55536	CDCA7L	447	2.6937539E-1	DAVIES_SUCCESS
chr7	22157907	22396533	-	9771	RAPGEF5	896	1.41510152E-1	DAVIES_SUCCESS
chr7	22459062	22539901	-	256227	STEAP1B	554	1.22697005E-1	DAVIES_SUCCESS
chr7	22602955	22613617	+	100506178	LOC100506178	178	5.5486456E-1	DAVIES_SUCCESS
chr7	22766765	22771621	+	3569	IL6	339	3.39409385E-1	DAVIES_SUCCESS
chr7	22852250	22862471	-	54543	TOMM7	404	4.6257966E-2	DAVIES_SUCCESS
chr7	22896231	22896305	+	692210	SNORD93	308	8.02413432E-2	DAVIES_SUCCESS
chr7	22980877	23053770	-	84668	FAM126A	455	5.1760999E-3	DAVIES_SUCCESS
chr7	23140846	23145322	-	100775104	KLHL7-AS1	256	3.27451774E-2	DAVIES_SUCCESS
chr7	23145352	23215038	+	55975	KLHL7	385	6.84849363E-2	DAVIES_SUCCESS
chr7	23221445	23240630	+	11097	NUPL2	218	2.66663476E-1	DAVIES_SUCCESS
chr7	23286315	23314729	+	10457	GPNMB	148	2.77452607E-1	DAVIES_SUCCESS
chr7	23338939	23349180	+	115416	MALSU1	85	7.86157872E-2	DAVIES_SUCCESS
chr7	23349827	23509995	-	10643	IGF2BP3	325	1.6551116E-1	DAVIES_SUCCESS
chr7	23530006	23531031	+	256355	RPS2P32	182	5.48167429E-1	DAVIES_SUCCESS
chr7	23544400	23571656	-	29896	TRA2A	236	6.58672977E-1	DAVIES_SUCCESS
chr7	23624334	23626146	-	1197	CLK2P	173	3.68353848E-1	DAVIES_SUCCESS
chr7	23636997	23684327	+	90693	CCDC126	263	3.41439225E-1	DAVIES_SUCCESS
chr7	23719748	23742269	+	340277	FAM221A	262	5.16328481E-1	DAVIES_SUCCESS
chr7	23749785	23944365	+	56164	STK31	868	5.91825098E-1	DAVIES_SUCCESS
chr7	24323806	24331484	+	4852	NPY	353	8.95487209E-1	DAVIES_SUCCESS
chr7	24613084	24727498	+	51678	MPP6	631	7.14310834E-2	DAVIES_SUCCESS
chr7	24737973	24797639	-	1687	DFNA5	475	3.58479411E-2	DAVIES_SUCCESS
chr7	24836163	25019760	-	26031	OSBPL3	667	5.50211538E-2	DAVIES_SUCCESS
chr7	25158269	25164980	-	54205	CYCS	330	3.33427993E-1	DAVIES_SUCCESS
chr7	25174315	25219817	-	136895	C7orf31	449	3.71154321E-1	DAVIES_SUCCESS
chr7	25264190	25268105	-	64111	NPVF	357	3.14613001E-1	DAVIES_SUCCESS
chr7	25880600	25880630	-	100873753	RNU6-16P	182	9.05978464E-1	DAVIES_SUCCESS
chr7	25989538	25989606	-	406940	MIR148A	250	5.83078051E-2	DAVIES_SUCCESS
chr7	26191846	26226756	+	9603	NFE2L3	182	2.73894048E-1	DAVIES_SUCCESS
chr7	26229555	26240413	-	3181	HNRNPA2B1	100	3.36125955E-1	DAVIES_SUCCESS
chr7	26240830	26253227	+	11335	CBX3	77	5.07916128E-1	DAVIES_SUCCESS
chr7	26331514	26413949	+	29887	SNX10	364	8.28321345E-1	DAVIES_SUCCESS
chr7	26438338	26538594	+	441204	LOC441204	514	9.31859498E-1	DAVIES_SUCCESS
chr7	26572739	26578444	-	9808	KIAA0087	379	8.68584123E-1	DAVIES_SUCCESS
chr7	26677489	26686924	+	285941	C7orf71	286	6.68556472E-1	DAVIES_SUCCESS
chr7	26706687	27034858	-	8935	SKAP2	917	2.84901678E-1	DAVIES_SUCCESS
chr7	27132613	27135625	-	3198	HOXA1	118	2.79285061E-1	DAVIES_SUCCESS
chr7	27135712	27139877	+	100506311	HOTAIRM1	127	2.66050193E-1	DAVIES_SUCCESS
chr7	27139972	27142394	-	3199	HOXA2	126	2.60876742E-1	DAVIES_SUCCESS
chr7	27145808	27166639	-	3200	HOXA3	150	3.01613449E-1	DAVIES_SUCCESS
chr7	27168125	27170399	-	3201	HOXA4	129	3.61072033E-1	DAVIES_SUCCESS
chr7	27179982	27195547	+	100133311	HOXA-AS3	148	4.16646068E-1	DAVIES_SUCCESS
chr7	27180670	27183287	-	3202	HOXA5	134	3.9093141E-1	DAVIES_SUCCESS
chr7	27185201	27187393	-	3203	HOXA6	132	3.72248558E-1	DAVIES_SUCCESS
chr7	27193337	27196296	-	3204	HOXA7	136	4.01028927E-1	DAVIES_SUCCESS
chr7	27202056	27219880	-	100534589	HOXA10-HOXA9	149	5.22418333E-1	DAVIES_SUCCESS
chr7	27208517	27211534	+	100874323	HOXA-AS4	131	4.93959424E-1	DAVIES_SUCCESS
chr7	27209098	27209182	-	442920	MIR196B	129	4.84964152E-1	DAVIES_SUCCESS
chr7	27210209	27219880	-	3206	HOXA10	143	5.27236615E-1	DAVIES_SUCCESS
chr7	27220775	27224842	-	3207	HOXA11	143	5.47579175E-1	DAVIES_SUCCESS
chr7	27225026	27228912	+	221883	HOXA11-AS	145	5.77769505E-1	DAVIES_SUCCESS
chr7	27236498	27239725	-	3209	HOXA13	149	6.24307454E-1	DAVIES_SUCCESS
chr7	27240039	27246130	+	100316868	HOTTIP	142	6.58986515E-1	DAVIES_SUCCESS
chr7	27282163	27286192	+	2128	EVX1	176	3.06001967E-1	DAVIES_SUCCESS
chr7	27565058	27702620	-	11112	HIBADH	561	3.35528032E-1	DAVIES_SUCCESS
chr7	27778991	27869386	+	8887	TAX1BP1	370	5.8773835E-1	DAVIES_SUCCESS
chr7	27870192	28220437	-	221895	JAZF1	891	8.0885657E-1	DAVIES_SUCCESS
chr7	28220075	28280996	+	100128081	JAZF1-AS1	354	9.98029998E-1	DAVIES_SUCCESS
chr7	28338939	28865511	+	9586	CREB5	1553	2.44058031E-1	DAVIES_SUCCESS
chr7	28992973	28998029	-	9865	TRIL	305	4.23556886E-1	DAVIES_SUCCESS
chr7	29019582	29052985	+	100506497	LOC100506497	389	4.55931402E-1	DAVIES_SUCCESS
chr7	29035246	29234892	-	54504	CPVL	852	6.55033305E-1	DAVIES_SUCCESS
chr7	29186199	29553944	+	1124	CHN2	1298	7.63643625E-1	DAVIES_SUCCESS
chr7	29603426	29606911	+	222171	PRR15	312	8.81506046E-1	DAVIES_SUCCESS
chr7	29685537	29725437	-	646762	LOC646762	511	7.53528546E-2	DAVIES_SUCCESS
chr7	29720349	29720444	-	100616354	MIR550A3	402	7.46735146E-2	DAVIES_SUCCESS
chr7	29724769	29749688	+	442524	DPY19L2P3	490	1.00602539E-1	DAVIES_SUCCESS
chr7	29846169	29956682	+	644150	WIPF3	554	6.532821E-1	DAVIES_SUCCESS
chr7	29959718	30029905	-	9805	SCRN1	272	4.0548144E-1	DAVIES_SUCCESS
chr7	30050198	30066417	-	55033	FKBP14	160	6.24080993E-1	DAVIES_SUCCESS
chr7	30067976	30157961	+	84725	PLEKHA8	318	4.52584877E-1	DAVIES_SUCCESS
chr7	30174551	30202381	+	222166	C7orf41	248	1.22417643E-1	DAVIES_SUCCESS
chr7	30323922	30407308	+	223082	ZNRF2	80	4.86749532E-1	DAVIES_SUCCESS
chr7	30329409	30329506	+	693133	MIR550A1	21	6.14978789E-1	DAVIES_SUCCESS
chr7	30409665	30412410	+	222161	DKFZP586I1420	70	4.54385797E-1	DAVIES_SUCCESS
chr7	30464142	30518393	-	10392	NOD1	243	9.79188027E-1	DAVIES_SUCCESS
chr7	30536236	30544457	-	79017	GGCT	220	9.78392813E-1	DAVIES_SUCCESS
chr7	30555925	30634419	-	401320	LOC401320	292	9.88335965E-1	DAVIES_SUCCESS
chr7	30634180	30673648	+	2617	GARS	188	9.49025593E-1	DAVIES_SUCCESS
chr7	30691558	30739719	-	1395	CRHR2	207	1.27470882E-1	DAVIES_SUCCESS
chr7	30737600	30797218	+	11185	INMT	333	3.25005192E-1	DAVIES_SUCCESS
chr7	30791750	30932002	+	100526825	INMT-FAM188B	489	6.39549867E-1	DAVIES_SUCCESS
chr7	30811032	30932002	+	84182	FAM188B	458	9.00747522E-1	DAVIES_SUCCESS
chr7	30893009	30965131	+	358	AQP1	347	9.92193115E-1	DAVIES_SUCCESS
chr7	31003635	31019146	+	2692	GHRHR	261	8.23770439E-1	DAVIES_SUCCESS
chr7	31092075	31151093	+	117	ADCYAP1R1	400	7.62590899E-1	DAVIES_SUCCESS
chr7	31377074	31380538	-	63974	NEUROD6	261	9.90228292E-1	DAVIES_SUCCESS
chr7	31553684	31698334	+	223075	CCDC129	696	6.38173737E-1	DAVIES_SUCCESS
chr7	31726630	31748069	+	10842	PPP1R17	248	8.64152516E-1	DAVIES_SUCCESS
chr7	31792631	32338383	-	5137	PDE1C	1866	4.27597849E-1	DAVIES_SUCCESS
chr7	32496509	32498106	-	100130673	LOC100130673	379	3.22642525E-1	DAVIES_SUCCESS
chr7	32524944	32534870	-	23658	LSM5	423	2.61997852E-1	DAVIES_SUCCESS
chr7	32535175	33079036	+	23080	AVL9	1905	4.12800532E-1	DAVIES_SUCCESS
chr7	32620552	32758780	-	100129460	DPY19L1P1	694	5.15936818E-1	DAVIES_SUCCESS
chr7	32767561	32769595	+	441208	ZNRF2P1	287	4.21017354E-1	DAVIES_SUCCESS
chr7	32772592	32772689	+	693134	MIR550A2	281	4.05245715E-1	DAVIES_SUCCESS
chr7	32797897	32802536	+	401321	LOC401321	414	2.79882836E-1	DAVIES_SUCCESS
chr7	32907777	32931468	-	25948	KBTBD2	244	2.87003495E-1	DAVIES_SUCCESS
chr7	32956426	32982782	-	441212	RP9P	273	2.63977764E-1	DAVIES_SUCCESS
chr7	32997004	33046543	+	11328	FKBP9	362	4.6080142E-1	DAVIES_SUCCESS
chr7	33053724	33102409	-	51251	NT5C3A	360	6.85895774E-1	DAVIES_SUCCESS
chr7	33134409	33149002	-	6100	RP9	326	6.3140023E-1	DAVIES_SUCCESS
chr7	33169151	33645680	+	27241	BBS9	1327	6.25671548E-1	DAVIES_SUCCESS
chr7	33944522	34195484	+	168667	BMPER	562	1.70362147E-2	DAVIES_SUCCESS
chr7	34386123	34911194	-	404744	NPSR1-AS1	1548	7.50670446E-1	DAVIES_SUCCESS
chr7	34697896	34917944	+	387129	NPSR1	955	6.00747909E-1	DAVIES_SUCCESS
chr7	34961080	35077653	-	23333	DPY19L1	565	9.08087273E-1	DAVIES_SUCCESS
chr7	35120898	35225774	-	554236	DPY19L2P1	349	4.50773283E-1	DAVIES_SUCCESS
chr7	35242041	35293711	-	57057	TBX20	368	6.39689462E-1	DAVIES_SUCCESS
chr7	35353465	35416086	+	401324	LOC401324	562	3.7713181E-1	DAVIES_SUCCESS
chr7	35672269	35734772	-	64224	HERPUD2	320	2.54367445E-1	DAVIES_SUCCESS
chr7	35840595	35946715	+	989	SEPT7	274	8.19225815E-1	DAVIES_SUCCESS
chr7	36192835	36341152	+	80820	EEPD1	751	2.61638367E-1	DAVIES_SUCCESS
chr7	36363758	36429734	-	23366	KIAA0895	361	3.47881151E-1	DAVIES_SUCCESS
chr7	36429431	36493400	+	54443	ANLN	359	4.00881157E-1	DAVIES_SUCCESS
chr7	36552548	36764154	-	313	AOAH	816	9.35670827E-1	DAVIES_SUCCESS
chr7	36637439	36639726	-	100874264	AOAH-IT1	263	9.76855147E-1	DAVIES_SUCCESS
chr7	36892510	37488895	-	9844	ELMO1	1561	5.24256416E-1	DAVIES_SUCCESS
chr7	36958961	36959037	-	100302113	MIR1200	184	3.62127283E-1	DAVIES_SUCCESS
chr7	37779995	37780913	+	353345	GPR141	181	4.00437381E-2	DAVIES_SUCCESS
chr7	37888198	37940002	+	51314	NME8	512	6.77775976E-2	DAVIES_SUCCESS
chr7	37945534	37956525	-	6424	SFRP4	404	3.05225148E-1	DAVIES_SUCCESS
chr7	37960162	37991542	+	54749	EPDR1	461	4.98244285E-1	DAVIES_SUCCESS
chr7	38217807	38270272	+	83930	STARD3NL	481	2.55527153E-2	DAVIES_SUCCESS
chr7	38279180	38357589	-	445347	TARP	771	8.92856715E-3	DAVIES_SUCCESS
chr7	38381177	38418238	+	100506776	LOC100506776	626	1.24016026E-1	DAVIES_SUCCESS
chr7	38423296	38671167	-	273	AMPH	1221	2.63663545E-1	DAVIES_SUCCESS
chr7	38724945	38726689	-	340286	FAM183B	268	6.42519269E-2	DAVIES_SUCCESS
chr7	38763542	38948800	-	27072	VPS41	775	4.42763594E-2	DAVIES_SUCCESS
chr7	39017608	39504390	+	11281	POU6F2	1418	2.28900447E-1	DAVIES_SUCCESS
chr7	39444197	39445945	-	100861520	POU6F2-AS1	255	5.08645932E-1	DAVIES_SUCCESS
chr7	39606002	39612480	+	57002	YAE1D1	242	3.10598089E-1	DAVIES_SUCCESS
chr7	39649085	39651687	+	646999	LOC646999	190	1.91669081E-1	DAVIES_SUCCESS
chr7	39663151	39747723	+	5898	RALA	315	2.38758719E-1	DAVIES_SUCCESS
chr7	39773166	39834222	+	349114	LINC00265	301	1.54221672E-1	DAVIES_SUCCESS
chr7	39989958	40136733	+	8621	CDK13	371	2.7842649E-1	DAVIES_SUCCESS
chr7	40172341	40174251	-	136647	MPLKIP	130	1.11810398E-1	DAVIES_SUCCESS
chr7	40174574	40900366	+	79783	C7orf10	1175	2.73709629E-1	DAVIES_SUCCESS
chr7	41728600	41742706	-	3624	INHBA	145	6.00184949E-1	DAVIES_SUCCESS
chr7	41733513	41818976	+	285954	INHBA-AS1	266	4.15073032E-1	DAVIES_SUCCESS
chr7	42000547	42276618	-	2737	GLI3	879	7.19974804E-1	DAVIES_SUCCESS
chr7	42948871	42971805	-	79020	C7orf25	242	6.99144094E-1	DAVIES_SUCCESS
chr7	42956461	42971805	-	5683	PSMA2	240	6.94309079E-1	DAVIES_SUCCESS
chr7	42971938	42977453	+	64983	MRPL32	242	7.46067725E-1	DAVIES_SUCCESS
chr7	43152197	43602938	+	23072	HECW1	1353	9.02809873E-1	DAVIES_SUCCESS
chr7	43190493	43190593	+	100500829	MIR3943	277	8.81864477E-1	DAVIES_SUCCESS
chr7	43548326	43562141	-	100506895	LOC100506895	269	5.85488573E-1	DAVIES_SUCCESS
chr7	43622691	43666978	+	9263	STK17A	389	7.98428835E-1	DAVIES_SUCCESS
chr7	43648054	43769140	-	55744	COA1	542	7.15495704E-1	DAVIES_SUCCESS
chr7	43798271	43846941	+	644	BLVRA	296	6.23629913E-1	DAVIES_SUCCESS
